101,T111111,1234,30/12/2016 11:23:00,test description,2200
101,T111112,1234,30/12/2016 17:23:00,test description,1300
101,T111113,1234,31/12/2016 11:23:00,test description,2400
101,T111114,1234,31/12/2016 17:23:00,test description,1500
101,T111115,1234,01/01/2017 18:23:00,test description,3600
101,T111116,1234,01/01/2017 19:23:00,test description,1700
101,T111117,1234,02/01/2017 11:23:00,test description,2800
101,T111118,1234,02/01/2017 17:23:00,test description,1900
101,T111119,1234,03/01/2017 18:23:00,test description,3100
101,T111120,1234,03/01/2017 19:23:00,test description,2500
101,T111121,1234,05/01/2017 21:23:00,test description,2300
101,T111122,1234,05/01/2017 09:23:00,test description,4100
101,T111123,1234,07/01/2017 12:23:00,test description,6200
101,T111124,1234,07/01/2017 11:23:00,test description,2300
101,T111125,1234,09/01/2017 17:23:00,test description,1400
101,T111126,1234,10/01/2017 18:23:00,test description,3500
101,T111127,1234,10/01/2017 19:23:00,test description,1600
101,T111128,1234,11/01/2017 21:23:00,test description,2700
101,T111129,1234,11/01/2017 09:23:00,test description,4800
101,T111130,1234,11/01/2017 12:23:00,test description,6100
101,T111131,1234,12/01/2017 11:23:00,test description,2000
101,T111132,1234,12/01/2017 17:23:00,test description,1000
101,T111133,1234,13/01/2017 18:23:00,test description,3000
101,T111134,1234,13/01/2017 19:23:00,test description,1500
101,T111135,1234,13/01/2017 21:23:00,test description,2500
101,T111136,1234,14/01/2017 09:23:00,test description,4000
101,T111137,1234,14/01/2017 12:23:00,test description,6000
101,T111138,1234,14/01/2017 17:23:00,test description,3000
101,T111139,1234,15/01/2017 11:23:00,test description,4000
101,T111140,1234,15/01/2017 17:23:00,test description,5000
101,T111141,1234,16/01/2017 14:23:00,test description,1500
101,T111142,1234,16/01/2017 18:23:00,test description,4500
101,T111143,1234,17/01/2017 10:23:00,test description,3000
101,T111144,1234,18/01/2017 12:23:00,test description,2500
101,T111145,1234,18/01/2017 19:23:00,test description,3500
101,T111146,1234,20/01/2017 10:23:00,test description,1800
101,T111147,1234,20/01/2017 16:23:00,test description,4700
101,T111148,1234,21/01/2017 09:23:00,test description,2300
101,T111149,1234,21/01/2017 17:23:00,test description,10000
101,T111150,1234,22/01/2017 12:23:00,test description,800
101,T111151,1234,22/01/2017 16:23:00,test description,4500
101,T111152,1234,23/01/2017 08:23:00,test description,6492
101,T111153,1234,23/01/2017 19:23:00,test description,870
101,T111154,1234,23/01/2017 21:23:00,test description,500
101,T111155,1234,24/01/2017 10:23:00,test description,3000
101,T111156,1234,24/01/2017 14:23:00,test description,2900
101,T111157,1234,25/01/2017 09:23:00,test description,15000
101,T111158,1234,25/01/2017 14:23:00,test description,2000
101,T111159,1234,26/01/2017 14:23:00,test description,2800
101,T111160,1234,26/01/2017 18:23:00,test description,5900
101,T111161,1234,27/01/2017 14:23:00,test description,1200
101,T111162,1234,27/01/2017 19:23:00,test description,3400
101,T111163,1234,28/01/2017 10:23:00,test description,700
101,T111164,1234,28/01/2017 14:23:00,test description,5230
101,T111165,1234,28/01/2017 18:23:00,test description,1265
101,T111166,1234,29/01/2017 12:23:00,test description,7000
101,T111167,1234,30/01/2017 15:23:00,test description,2309
101,T111168,1234,30/01/2017 19:23:00,test description,4553
101,T111169,1234,31/01/2017 16:23:00,test description,1234
101,T111170,1234,31/01/2017 17:23:00,test description,4365
